id_registro,comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url,comentario_limpio,texto_modelo,longitud_caracteres,cantidad_palabras,comentario_corto,sin_contenido_alfabetico,duplicado_global,duplicado_empresa_sede,estrellas_validas,sentimiento_esperado,sentimiento_consistente,requiere_revision,motivo_revision,sentimiento_modelo,polaridad_modelo,confianza_modelo,prob_neg,prob_neu,prob_pos,sentimiento_final,sentimiento_final_provisional,requiere_revision_etiqueta,confianza_etiqueta,motivo_revision_etiqueta,sentimiento_final_original,sentimiento_final_origen,sentimiento_ia,confianza_ia,justificacion_ia,usar_etiqueta_ia,sentimiento_ia_neutral,confianza_ia_neutral,justificacion_ia_neutral,usar_etiqueta_ia_neutral,regla_aplicada,tercil_longitud,etiqueta_llm,confianza_llm,justificacion_llm,sentimiento_v2
3400,"Fue una mala experiencia. Primero nos orientaron mal, luego de ir del 1er al 4to piso, nos enviaron al 2do piso, a hacer una cola que no avanzaba (atención al cliente) debido a que sólo atendía una señorita que por ratos se iba. Después fuimos a cambiar el producto, cero empatía de los vendedores, atentos más a sus celulares. En caja la experiencia no fue muy distinta.",Ripley,Jockey Plaza,Retail,2,negativo,Hace 5 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Fue una mala experiencia. Primero nos orientaron mal, luego de ir del 1er al 4to piso, nos enviaron al 2do piso, a hacer una cola que no avanzaba (atención al cliente) debido a que sólo atendía una señorita que por ratos se iba. Después fuimos a cambiar el producto, cero empatía de los vendedores, atentos más a sus celulares. En caja la experiencia no fue muy distinta.",fue una mala experiencia primero nos orientaron mal luego de ir del 1er al 4to piso nos enviaron al 2do piso a hacer una cola que no avanzaba atención al cliente debido a que sólo atendía una señorita que por ratos se iba después fuimos a cambiar el producto cero empatía de los vendedores atentos más a sus celulares en caja la experiencia no fue muy distinta,371,67,False,False,False,False,True,negativo,True,False,,NEG,negativo,0.9744049310684204,0.9744049310684204,0.0229386445134878,0.0026564642321318,negativo,negativo,False,alta,,negativo,consistencia_estrella_modelo,,,,,,,,,,larga,muy negativo,0.99,"Mala orientación, falta de empatía y atención deficiente",muy negativo
720,Me encanta q se cambiaron al tercer piso...,Claro,Plaza Norte,Telecomunicaciones,5,muy positivo,Fecha de edición: Hace 6 años,"https://www.google.com/maps/place/Claro+-+Plaza+Norte/@-12.0696528,-77.1716353,12z/data=!4m12!1m2!2m1!1sclaro+los+olivos!3m8!1s0x9105cefcfd8c6d8b:0x6ff66af64c01e943!8m2!3d-12.006859!4d-77.0599056!9m1!1b1!15sChBjbGFybyBsb3Mgb2xpdm9zIgOIAQFaEiIQY2xhcm8gbG9zIG9saXZvc5IBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xxm9n4g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Me encanta q se cambiaron al tercer piso...,me encanta q se cambiaron al tercer piso,43,8,False,False,False,False,True,muy positivo,True,False,,NEU,neutral,0.4774606823921203,0.0475412979722023,0.4774606823921203,0.4749979674816131,,muy positivo,True,baja,sin_etiqueta_final_confiable;baja_confianza_modelo,,sin_etiqueta,,,,,,,,,,corta,muy positivo,0.97,"Entusiasmo por cambio de piso, reseña positiva",muy positivo
3497,Muy lindo lugar,Ripley,Jockey Plaza,Retail,5,muy positivo,Hace 7 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Muy lindo lugar,muy lindo lugar,15,3,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9195464253425598,0.0073466217145323,0.0731069445610046,0.9195464253425598,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,,corta,positivo,0.94,Comentario breve pero positivo,positivo
1707,"Toda la comodidad que tienen y facil acceso precios razonables descuidan las cajas en cajas para ancianos, embarazadas, con muletas, o mama c/bb van jovenes con niñis de 8años mientras q atras las colas ancianas con muletas, esos jovenes no la dejaban pasar cola era de jovenes Ojo.. Administrador las dos cajas especiales q han puesto ocurre lo mismo Gracias x escuchar",Metro,Breña,Retail,3,neutral,Hace 6 años,"https://www.google.com/maps/place/Metro+Bre%C3%B1a/@-12.053956,-77.0534221,15z/data=!4m8!3m7!1s0x9105c8c53e4b0cb1:0x35d73616c6af137!8m2!3d-12.0539772!4d-77.0431223!9m1!1b1!16s%2Fg%2F11h1cmj1r?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Toda la comodidad que tienen y facil acceso precios razonables descuidan las cajas en cajas para ancianos, embarazadas, con muletas, o mama c/bb van jovenes con niñis de 8años mientras q atras las colas ancianas con muletas, esos jovenes no la dejaban pasar cola era de jovenes Ojo.. Administrador las dos cajas especiales q han puesto ocurre lo mismo Gracias x escuchar",toda la comodidad que tienen y facil acceso precios razonables descuidan las cajas en cajas para ancianos embarazadas con muletas o mama c bb van jovenes con niñis de 8años mientras q atras las colas ancianas con muletas esos jovenes no la dejaban pasar cola era de jovenes ojo administrador las dos cajas especiales q han puesto ocurre lo mismo gracias x escuchar,370,63,False,False,False,False,True,neutral,True,False,,NEG,negativo,0.6867939233779907,0.6867939233779907,0.2972617149353027,0.0159443840384483,negativo,neutral,True,baja,sin_etiqueta_final_confiable,,ia_clase_minoritaria,negativo,alta,Crítica clara pero no extrema,si,,,,,,larga,negativo,0.95,Precios razonables pero discriminación en cajas especiales,negativo
731,Local Amplio. Buena Cantidad de personal de atención al cliente. No hay q esperar mucho para ser atendido. Hay cajas donde pagar. Muestras de equipos. Fila para personas mayores o con bbs.,Claro,Plaza Norte,Telecomunicaciones,5,muy positivo,Hace 7 años,"https://www.google.com/maps/place/Claro+-+Plaza+Norte/@-12.0696528,-77.1716353,12z/data=!4m12!1m2!2m1!1sclaro+los+olivos!3m8!1s0x9105cefcfd8c6d8b:0x6ff66af64c01e943!8m2!3d-12.006859!4d-77.0599056!9m1!1b1!15sChBjbGFybyBsb3Mgb2xpdm9zIgOIAQFaEiIQY2xhcm8gbG9zIG9saXZvc5IBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xxm9n4g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Local Amplio. Buena Cantidad de personal de atención al cliente. No hay q esperar mucho para ser atendido. Hay cajas donde pagar. Muestras de equipos. Fila para personas mayores o con bbs.,local amplio buena cantidad de personal de atención al cliente no hay q esperar mucho para ser atendido hay cajas donde pagar muestras de equipos fila para personas mayores o con bbs,188,32,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.7053937911987305,0.00789903011173,0.2867071628570556,0.7053937911987305,muy positivo,muy positivo,False,media,,muy positivo,consistencia_estrella_modelo,,,,,,,,,,media,positivo,0.95,"Amplio, buen personal y espera mínima",positivo
2372,"Horrible, no atienden bien a los clientes, parados mientras esperan turno de atención. Si es por whatsapp no solucionan nada. Esa dizque empresa juhm.",Movistar,San Miguel,Telecomunicaciones,1,muy negativo,Hace 3 años,"https://www.google.com/maps/place/Movistar/@-12.073177,-77.1385327,13z/data=!4m12!1m2!2m1!1smovistar+san+miguel!3m8!1s0x9105c96d80ef1e1b:0x2b9a36f3b3ce141b!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!15sChNtb3Zpc3RhciBzYW4gbWlndWVsIgOIAQFaFSITbW92aXN0YXIgc2FuIG1pZ3VlbJIBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xrdtwpz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Horrible, no atienden bien a los clientes, parados mientras esperan turno de atención. Si es por whatsapp no solucionan nada. Esa dizque empresa juhm.",horrible no atienden bien a los clientes parados mientras esperan turno de atención si es por whatsapp no solucionan nada esa dizque empresa juhm,150,24,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9739211797714232,0.9739211797714232,0.0221506208181381,0.003928315360099,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,,media,muy negativo,0.99,"Servicio horrible, falta de respuesta y atención",muy negativo
2887,Si muy bueno también...si deberían tener capacitación de atención al cliente los promotores de ventas almenas yo hice mi compra ahí pero no hubo nadie quien me ayude en las tallas debería haber más ventilación o aire acondicionado gracias y éxitos,Plaza Vea,Jockey Plaza,Retail,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/Plaza+Vea/@-12.0849708,-76.978382,17z/data=!4m8!3m7!1s0x9105c7b29d8327ab:0x53a1dec5abe39636!8m2!3d-12.0849761!4d-76.9758071!9m1!1b1!16s%2Fg%2F1tcw4phd?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Si muy bueno también...si deberían tener capacitación de atención al cliente los promotores de ventas almenas yo hice mi compra ahí pero no hubo nadie quien me ayude en las tallas debería haber más ventilación o aire acondicionado gracias y éxitos,si muy bueno también si deberían tener capacitación de atención al cliente los promotores de ventas almenas yo hice mi compra ahí pero no hubo nadie quien me ayude en las tallas debería haber más ventilación o aire acondicionado gracias y éxitos,247,42,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.5045070052146912,0.0701498836278915,0.4253430962562561,0.5045070052146912,muy positivo,muy positivo,True,baja,baja_confianza_modelo,muy positivo,consistencia_estrella_modelo,,,,,,,,,,larga,positivo,0.78,"Elogio inicial, pero menciona mejoras, tono moderadamente positivo",positivo
2913,"Esta es una evaluación de la experiencia para comprar embutidos a las 8:30am un día Martes. Generalmente, he tenido una muy buena experiencia en este Plaza Vea (amplio, ordenado, limpio, productos variados) cuando he venido a hacer compras, ojo, siempre en el rango de 12pm a 6pm. Pero la cosa cambia cuando requieres atención desde temprano, específicamente en la zona de embutidos. Al menos 1 o 2 veces a la semana voy temprano a comprar embutidos, y sacando un promedio, de cada 3 veces que voy, en 1 no hay personal atendiendo. Normalmente, le pido a otro personal que le pase la voz a la persona encargada, y espero un promedio de 3 minutos. Lamentablemente, hoy fue la peor experiencia: no había personal atendiendo, avisé en caja para que llamara a la persona encargada. Pasaron 7 minutos y nadie se acercaba, entonces regresé a la caja a solicitar hablar con la gerente de tienda, para hablar sobre esto. Mientras esperaba, por la radio le contestan al cajero por el personal de embutidos: ""creo que está recibiendo mercadería"". Cuando llegó la gerente de tienda, le menciono mi malestar por estar esperando ya 13 minutos para comprar embutidos. Me empieza a decir que ella ""viene de la tienda de La Molina..."", la corto y le digo: ""es irrelevante de qué tienda vengas, la gerente de tienda, es la que gestiona esta tienda, y puedo entender que tengas una limitación de personal, pero no pueden dejar esperando a los clientes, inclusive luego de solicitar se apersone alguien al área"". Y me dice: ""Sí, justo había identificado esa oportunidad de mejora"", lo cual me sonó a una salida típica del que no quiere aceptar que tiene una deficiencia no identificada. Antes de justificarse o dar una excusa defensiva, siempre es mejor decir: ""entiendo la situación, es un detalle que se nos ha escapado, y le agradezco el feedback para poder mejorar en la atención al cliente"". Al final llegó una persona a despachar embutidos, y cuando regreso a la estación, estaba atendiendo a otro cliente. Ante lo cual, la gerente de tienda le dice que me atienda, y obviamente, le respondí: ""¿no ves que está atendiendo a otro cliente? Yo puedo esperar mi turno"" (por solucionar el problema de un cliente, no se debe generar otro a un nuevo cliente). Me tomó 25 minutos comprar, cuando lo normal es 5 minutos. Le recomendé a la gerente de tienda que si el personal de embutidos o áreas similares, tenga que salir de la estación para recibir mercadería o realizar otras tareas (en horario de atención al público), y si no cuentan con personal adicional, deberían poner un aviso en mostrador y a la par, deberían tener como protocolo revisar cada 5 minutos, si es que hay clientes en la estación esperando a ser atendidos. Ojalá puedan mejorar en la experiencia que ofrecen al cliente en las primeras horas de la mañana.",Plaza Vea,Miraflores,Retail,1,muy negativo,Hace 4 meses,"https://www.google.com/maps/place/plazaVea+Miraflores/@-12.1122237,-77.031688,17z/data=!3m1!5s0x9105c814389568b9:0x57570d65053fb554!4m17!1m8!3m7!1s0x9105c8143897b2c1:0xb77f6c4ff4007d96!2sPlaza+Vea+Miraflores,+Av.+Arequipa+4651,+Miraflores+15046!3b1!8m2!3d-12.112229!4d-77.0291131!16s%2Fg%2F1jkxdgykk!3m7!1s0x9105c81438bc15af:0xde58cec54fd29387!8m2!3d-12.1123414!4d-77.0290861!9m1!1b1!16s%2Fg%2F1tfm2j25?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Esta es una evaluación de la experiencia para comprar embutidos a las 8:30am un día Martes. Generalmente, he tenido una muy buena experiencia en este Plaza Vea (amplio, ordenado, limpio, productos variados) cuando he venido a hacer compras, ojo, siempre en el rango de 12pm a 6pm. Pero la cosa cambia cuando requieres atención desde temprano, específicamente en la zona de embutidos. Al menos 1 o 2 veces a la semana voy temprano a comprar embutidos, y sacando un promedio, de cada 3 veces que voy, en 1 no hay personal atendiendo. Normalmente, le pido a otro personal que le pase la voz a la persona encargada, y espero un promedio de 3 minutos. Lamentablemente, hoy fue la peor experiencia: no había personal atendiendo, avisé en caja para que llamara a la persona encargada. Pasaron 7 minutos y nadie se acercaba, entonces regresé a la caja a solicitar hablar con la gerente de tienda, para hablar sobre esto. Mientras esperaba, por la radio le contestan al cajero por el personal de embutidos: ""creo que está recibiendo mercadería"". Cuando llegó la gerente de tienda, le menciono mi malestar por estar esperando ya 13 minutos para comprar embutidos. Me empieza a decir que ella ""viene de la tienda de La Molina..."", la corto y le digo: ""es irrelevante de qué tienda vengas, la gerente de tienda, es la que gestiona esta tienda, y puedo entender que tengas una limitación de personal, pero no pueden dejar esperando a los clientes, inclusive luego de solicitar se apersone alguien al área"". Y me dice: ""Sí, justo había identificado esa oportunidad de mejora"", lo cual me sonó a una salida típica del que no quiere aceptar que tiene una deficiencia no identificada. Antes de justificarse o dar una excusa defensiva, siempre es mejor decir: ""entiendo la situación, es un detalle que se nos ha escapado, y le agradezco el feedback para poder mejorar en la atención al cliente"". Al final llegó una persona a despachar embutidos, y cuando regreso a la estación, estaba atendiendo a otro cliente. Ante lo cual, la gerente de tienda le dice que me atienda, y obviamente, le respondí: ""¿no ves que está atendiendo a otro cliente? Yo puedo esperar mi turno"" (por solucionar el problema de un cliente, no se debe generar otro a un nuevo cliente). Me tomó 25 minutos comprar, cuando lo normal es 5 minutos. Le recomendé a la gerente de tienda que si el personal de embutidos o áreas similares, tenga que salir de la estación para recibir mercadería o realizar otras tareas (en horario de atención al público), y si no cuentan con personal adicional, deberían poner un aviso en mostrador y a la par, deberían tener como protocolo revisar cada 5 minutos, si es que hay clientes en la estación esperando a ser atendidos. Ojalá puedan mejorar en la experiencia que ofrecen al cliente en las primeras horas de la mañana.",esta es una evaluación de la experiencia para comprar embutidos a las 8 30am un día martes generalmente he tenido una muy buena experiencia en este plaza vea amplio ordenado limpio productos variados cuando he venido a hacer compras ojo siempre en el rango de 12pm a 6pm pero la cosa cambia cuando requieres atención desde temprano específicamente en la zona de embutidos al menos 1 o 2 veces a la semana voy temprano a comprar embutidos y sacando un promedio de cada 3 veces que voy en 1 no hay personal atendiendo normalmente le pido a otro personal que le pase la voz a la persona encargada y espero un promedio de 3 minutos lamentablemente hoy fue la peor experiencia no había personal atendiendo avisé en caja para que llamara a la persona encargada pasaron 7 minutos y nadie se acercaba entonces regresé a la caja a solicitar hablar con la gerente de tienda para hablar sobre esto mientras esperaba por la radio le contestan al cajero por el personal de embutidos creo que está recibiendo mercadería cuando llegó la gerente de tienda le menciono mi malestar por estar esperando ya 13 minutos para comprar embutidos me empieza a decir que ella viene de la tienda de la molina la corto y le digo es irrelevante de qué tienda vengas la gerente de tienda es la que gestiona esta tienda y puedo entender que tengas una limitación de personal pero no pueden dejar esperando a los clientes inclusive luego de solicitar se apersone alguien al área y me dice sí justo había identificado esa oportunidad de mejora lo cual me sonó a una salida típica del que no quiere aceptar que tiene una deficiencia no identificada antes de justificarse o dar una excusa defensiva siempre es mejor decir entiendo la situación es un detalle que se nos ha escapado y le agradezco el feedback para poder mejorar en la atención al cliente al final llegó una persona a despachar embutidos y cuando regreso a la estación estaba atendiendo a otro cliente ante lo cual la gerente de tienda le dice que me atienda y obviamente le respondí no ves que está atendiendo a otro cliente yo puedo esperar mi turno por solucionar el problema de un cliente no se debe generar otro a un nuevo cliente me tomó 25 minutos comprar cuando lo normal es 5 minutos le recomendé a la gerente de tienda que si el personal de embutidos o áreas similares tenga que salir de la estación para recibir mercadería o realizar otras tareas en horario de atención al público y si no cuentan con personal adicional deberían poner un aviso en mostrador y a la par deberían tener como protocolo revisar cada 5 minutos si es que hay clientes en la estación esperando a ser atendidos ojalá puedan mejorar en la experiencia que ofrecen al cliente en las primeras horas de la mañana,2807,487,False,False,False,False,True,muy negativo,True,False,,NEU,neutral,0.9064164757728576,0.0249039568006992,0.9064164757728576,0.0686795637011528,muy negativo,muy negativo,True,baja,sin_etiqueta_final_confiable,,regla_voto_ponderado,,,,,negativo,media,Tiene elogios pero predomina la queja,si,R2_estrella_1_neu,larga,negativo,0.85,"Describe mala atención y largas esperas, predominan quejas",negativo
37,¿Quién en su sano juicio cobra un 80% de interés en los préstamos? ¿Están locos los dueños o necesitan un baño de realidad? No necesitamos sus préstamos fraudulentos. Solucionen el problema del fraude o retiraremos todo nuestro dinero de sus bancos.,BBVA,San Isidro,Banca,1,muy negativo,Hace 9 meses,"https://www.google.com/maps/place/BBVA+San+Isidro/@-12.0989572,-77.1197103,12z/data=!4m12!1m2!2m1!1sbbva+san+isidro!3m8!1s0x9105c8f55f4010bb:0x5808600f510cfb91!8m2!3d-12.0939282!4d-77.0211518!9m1!1b1!15sCg9iYnZhIHNhbiBpc2lkcm-SAQRiYW5r4AEA!16s%2Fg%2F1226g4gx?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",¿Quién en su sano juicio cobra un 80% de interés en los préstamos? ¿Están locos los dueños o necesitan un baño de realidad? No necesitamos sus préstamos fraudulentos. Solucionen el problema del fraude o retiraremos todo nuestro dinero de sus bancos.,quién en su sano juicio cobra un 80 de interés en los préstamos están locos los dueños o necesitan un baño de realidad no necesitamos sus préstamos fraudulentos solucionen el problema del fraude o retiraremos todo nuestro dinero de sus bancos,249,41,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9549413919448853,0.9549413919448853,0.0412417501211166,0.0038169214967638,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,,larga,muy negativo,0.9,"Enojo intenso, denuncia fraude, recomienda no usar",muy negativo
919,Muy pésima atención,Entel,San Isidro,Telecomunicaciones,1,muy negativo,Hace un año,"https://www.google.com/maps/place/TIENDA+PASEO+DE+LA+REPUBLICA+-+ENTEL/@-12.0982674,-77.0367448,15z/data=!3m1!5s0x9105c86f3dde4ac1:0x933beb97bca362e3!4m8!3m7!1s0x9105c865ea057e4f:0x4b6811f4738d98a0!8m2!3d-12.0982886!4d-77.026445!9m1!1b1!16s%2Fg%2F1vs1syvx?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Muy pésima atención,muy pésima atención,19,3,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9515953660011292,0.9515953660011292,0.0395604968070983,0.008844131603837,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,,corta,muy negativo,0.85,Expresión corta de fuerte descontento,muy negativo
2184,"Bueno la señorita que me atendió me ayudó con mi problema y espero que me lo solucionen xq desde fines de abril y mayo estuve sin servicio telefónico como dos semanas, cómo tuve que viajar presenté el reclamó y me dijeron que me iban a descontar en el próximo recibo lo cual no ha sido así, la srta que me atendió ahora me dijo que ese descuento estaba programado para el mes de junio, pero no me hicieron ningún descuento, espero que ahora si le den pronta solución a mi reclamo, xq la verdad que Movistar deja mucho que desear.",Movistar,Miraflores,Telecomunicaciones,2,negativo,Hace 6 años,"https://www.google.com/maps/place/Movistar/@-12.1186158,-77.03333,16z/data=!4m12!1m2!2m1!1smovistar+miraflores!3m8!1s0x9105c81c0cef6c61:0x2aed58e607474fbf!8m2!3d-12.1248277!4d-77.026139!9m1!1b1!15sChNtb3Zpc3RhciBtaXJhZmxvcmVzIgOIAQFaFSITbW92aXN0YXIgbWlyYWZsb3Jlc5IBEXRlbGVwaG9uZV9jb21wYW554AEA!16s%2Fg%2F11bc73m4zm?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Bueno la señorita que me atendió me ayudó con mi problema y espero que me lo solucionen xq desde fines de abril y mayo estuve sin servicio telefónico como dos semanas, cómo tuve que viajar presenté el reclamó y me dijeron que me iban a descontar en el próximo recibo lo cual no ha sido así, la srta que me atendió ahora me dijo que ese descuento estaba programado para el mes de junio, pero no me hicieron ningún descuento, espero que ahora si le den pronta solución a mi reclamo, xq la verdad que Movistar deja mucho que desear.",bueno la señorita que me atendió me ayudó con mi problema y espero que me lo solucionen xq desde fines de abril y mayo estuve sin servicio telefónico como dos semanas cómo tuve que viajar presenté el reclamó y me dijeron que me iban a descontar en el próximo recibo lo cual no ha sido así la srta que me atendió ahora me dijo que ese descuento estaba programado para el mes de junio pero no me hicieron ningún descuento espero que ahora si le den pronta solución a mi reclamo xq la verdad que movistar deja mucho que desear,529,100,False,False,False,False,True,negativo,True,False,,NEG,negativo,0.8977214097976685,0.8977214097976685,0.0963032022118568,0.0059753414243459,negativo,negativo,False,alta,,negativo,consistencia_estrella_modelo,,,,,,,,,,larga,negativo,0.8,"Agradece ayuda pero reclama falta de solución, tono negativo",negativo
4779,Me encanta. Tiene todo. TODO. Lo que no encuentro en otro lado lo encuentro aquí. Buenas ofertas también.,Wong,San Isidro,Retail,5,muy positivo,Hace 8 meses,"https://www.google.com/maps/place/Wong+Dos+de+Mayo/@-12.0919728,-77.0521564,15z/data=!4m8!3m7!1s0x9105c85a2cafbeed:0xff7fa211810ed3fb!8m2!3d-12.091994!4d-77.0418566!9m1!1b1!16s%2Fg%2F1td3skj_?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Me encanta. Tiene todo. TODO. Lo que no encuentro en otro lado lo encuentro aquí. Buenas ofertas también.,me encanta tiene todo todo lo que no encuentro en otro lado lo encuentro aquí buenas ofertas también,105,18,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9524191617965698,0.003805081360042,0.0437757074832916,0.9524191617965698,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,,media,muy positivo,0.95,"Entusiasmo claro, recomienda fuertemente",muy positivo
4534,Pequeño pero bueno Lo único malo es que no tienes para poner bicicletas Yo lo dejo en la entrada de esta tienda ya que hay rejas Ai Pero deberían tener un lugar ya que e ido y Vi como 10 bicicletas 🤷‍♂️…,Wong,Miraflores,Retail,4,positivo,Hace 2 años,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Pequeño pero bueno Lo único malo es que no tienes para poner bicicletas Yo lo dejo en la entrada de esta tienda ya que hay rejas Ai Pero deberían tener un lugar ya que e ido y Vi como 10 bicicletas 🤷‍♂️…,pequeño pero bueno lo único malo es que no tienes para poner bicicletas yo lo dejo en la entrada de esta tienda ya que hay rejas ai pero deberían tener un lugar ya que e ido y vi como 10 bicicletas,203,41,False,False,False,False,True,positivo,True,False,,NEG,negativo,0.7256819009780884,0.7256819009780884,0.2652654945850372,0.0090525820851325,,positivo,True,baja,sin_etiqueta_final_confiable,,sin_etiqueta,,,,,,,,,,larga,positivo,0.78,"Elogio general, menciona único inconveniente",positivo
4187,Excelente lugar con gran variedad de productos,Tottus,Jockey Plaza,Retail,5,muy positivo,Hace un año,"https://www.google.com/maps/place/Tottus+Jockey+Plaza/@-12.0852978,-76.9891988,15z/data=!3m1!5s0x9105c7b3a8d76aa9:0xc6d50a7cd5ae2fea!4m8!3m7!1s0x9105c7b3024900c7:0x1999107f53756036!8m2!3d-12.085319!4d-76.978899!9m1!1b1!16s%2Fg%2F11bzrfl12g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Excelente lugar con gran variedad de productos,excelente lugar con gran variedad de productos,46,7,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9625989198684692,0.0029941289685666,0.0344069525599479,0.9625989198684692,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,,corta,muy positivo,0.85,"Elogio enfático, destaca variedad",muy positivo
185,Genial,BCP,La Molina,Banca,5,muy positivo,Hace 2 años,"https://www.google.com/maps/place/BCP+Sede+Central/@-12.1165405,-77.3505486,10z/data=!4m12!1m2!2m1!1sbcp+la+molina!3m8!1s0x9105c6c34f1fe2c7:0xa091f19f413baad7!8m2!3d-12.0695085!4d-76.9370266!9m1!1b1!15sCg1iY3AgbGEgbW9saW5hIgOIAQFaDyINYmNwIGxhIG1vbGluYZIBBGJhbmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXRiazFNVVhKblJSQULgAQD6AQQIABBB!16s%2Fg%2F1tvw5_7n?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Genial,genial,6,1,True,False,False,False,True,muy positivo,True,True,comentario_corto,NEU,neutral,0.4864636957645416,0.2783352732658386,0.4864636957645416,0.2352010607719421,,muy positivo,True,baja,sin_etiqueta_final_confiable;baja_confianza_modelo;revision_limpieza,,sin_etiqueta,,,,,,,,,,corta,muy positivo,0.9,Palabra corta pero entusiasta,muy positivo
