id_registro,empresa,rubro,estrellas,comentario_limpio,etiqueta_modelo,confianza_modelo,cluster,sentimiento_v2,etiqueta_revisada,observacion_revision
4241,Tottus,Retail,4,Tienda bastante amplia y con una amplia gama de productos de toda índole lo cual te permite socorrer cualquier necesidad inmediata. Los espacios y ventilación por las dimensiones del área dan la confianza de estar sin apremios ante las circunstancias que vivimos de la pandemia ello te permite una libertad no habida en otros recintos.,positivo,0.4542999863624573,6.0,muy positivo,,
2787,Plaza Vea,Retail,3,"Buen super... después de años, desde que la cochera era primera planta y las tiendas de autos hacia Javier Prado. Lo malo las cajas del área de comida tipo buffet apertura tarde.",positivo,0.4948000013828277,6.0,positivo,,
1171,Falabella,Retail,3,Muy poca variedad de productos a comparación de otras sucursales (Mall del sur por ejemplo),negativo,0.4131999909877777,23.0,negativo,,
1637,Interbank,Banca,4,Poca cola en las mañanas,positivo,0.4966999888420105,9.0,positivo,,
1782,Metro,Retail,5,"Es un lugar muy cómodo playa de estacionamiento amplio seguridad de ingreso y salida. Productos de 1era y precios de infarto. Servicios higiénicos. Cajeros, comida preparada para llevar. Etc",positivo,0.4991999864578247,6.0,muy positivo,,
1083,Entel,Telecomunicaciones,4,Estuve buscando nuevos equipos digitales,neutral,0.3598000109195709,6.0,neutral,,
4452,Wong,Retail,5,"Puedes efectuar mis pagos,de Movistar,y mis compras feliz",muy positivo,0.3828999996185303,6.0,positivo,,
4671,Wong,Retail,3,"Atención y personal muy atentos, pero falta cierta organización en cuanto a los códigos de producto. El producto que nos interesaba, tuvimos que dejarlo porque no encontraban la numeración y tomaba mucho tiempo. Sin embargo, con el resto de compras no hubo problemas.",negativo,0.378600001335144,4.0,neutral,,
948,Entel,Telecomunicaciones,4,"La atención es organizada y rápida. Los orientadores te ofrecen alternativas interesantes, bien explicadas. Silo se permita el ingreso de hasta 2 personas, si no quieres esperar afuera.",positivo,0.4774999916553497,4.0,muy positivo,,
2020,Movistar,Telecomunicaciones,2,"Desorganizado, desordenado un suplicio",negativo,0.4799999892711639,6.0,muy negativo,,
1661,Interbank,Banca,1,Un año para que te atiendan en plataforma,neutral,0.3718999922275543,4.0,muy negativo,,
4224,Tottus,Retail,4,"BUENOS PRECIOS, Y PRODUCTOS ATENCIÓN ADECUADA Y LOS PROTOCOLOS DE SEGURIDAD OKEY LA ATENCIÓN DE LOS EMPLEADOS ES SUPER GENTIL ., ENCUENTRAS TODO LO QUE DESEAS A BUENOS PRECIOS ME ENCANTA IR CON MIS HIJOS",negativo,0.3555000126361847,15.0,muy positivo,,
1148,Falabella,Retail,2,Pongo está calificación xq el 22 de noviembre hice una compra de un Smart tv XIAOMI y al poco tiempo lo devuelvo a saga falabella y me dijeron q pasaría a revisión la tv está bien en todo sentido sin embargo ellos tienen el aparato pero te pasean para devolver el dinero así q mucho cuidado con la tienda falabella de MEGAPLAZA no hay confianza,muy negativo,0.4909000098705292,4.0,muy negativo,,
447,Claro,Telecomunicaciones,4,"Por cuestión de pandemia, necesitas llegar un poco más temprano, razón las largas colas y lentas....😑😑…",negativo,0.4814999997615814,6.0,negativo,,
2545,Oechsle,Retail,4,Buena atención pero creo q no están respetando el protocolo de bioseguridad por la cantidad de personas dentro de la tienda,positivo,0.4763000011444092,3.0,neutral,,
3149,Plaza Vea,Retail,5,"Tiene rampa eléctrica, escalera y ascensor para tener cualquier modalidad de ingreso. Variedad de productos y económicos. Tiene buena distribución. Ah dentro de la tienda pero a un lado se encuentra un mini patio de comidas para que coman algún piqueo. Se llena más en la noche.",neutral,0.492000013589859,23.0,positivo,,
2322,Movistar,Telecomunicaciones,4,"Me atendió Katty Lao del modulo 6. Muy buena atención, siempre dispuesta a solucionar mis dudas con amabilidad. Lo mismo del joven Derek que ve los equipos y del joven que es seguridad. Sin embargo, en la caja la atención deja mucho que desear.",muy positivo,0.4614000022411346,3.0,neutral,,
4159,Tottus,Retail,5,"Si están tomando las precauciones debidas, me sentí muy segura y respecto al producto, fui por ropa para mi bebé pero no había mucha variedad :/",positivo,0.4460000097751617,4.0,neutral,,
1540,Falabella,Retail,5,"Comprando para la casa de playa 🤪 colchones, cubrecamas, sábanas, buenas ofertas 👌…",positivo,0.4785999953746795,11.0,muy positivo,,
695,Claro,Telecomunicaciones,3,El cliente debe estar de pie durante todo el tiempo que es atendido.,positivo,0.3978999853134155,4.0,negativo,,
2534,Oechsle,Retail,4,"Ordenado, limpio, sin tanta gente como en la competencia, pero le falta mayor variedad de productos.",neutral,0.4699999988079071,10.0,neutral,,
4407,Wong,Retail,4,"Es el Wong de siempre en el que te encuentras con tus amigos y vecinos. Por ese lado, bien. Por otro, no tiene ni la mitad de productos y marcas que sí tiene la competencia que está a cien metros. Por otro lado, bien es verdad que hay cosas que solo encuentro en Wong (cada vez menos) y eso se sigue agradeciendo. Este Wong no tiene punto de comparación con el de Camacho., que está muy bien surtido.",neutral,0.4471000134944916,6.0,neutral,,
1599,Interbank,Banca,1,"La peor tienda de Interbank, lo mejor es si pueden evitarla e ir a otra.",negativo,0.4447999894618988,6.0,muy negativo,,
3968,Tottus,Retail,4,"Me encanta cuando quiero ir a comprar algo determinado. Sé que lo encontrare allí. Para hacer mis compras rápidas y sin demora es perfecto. Aunque nunca podré olvidar cuando fui con mi niña q tenía 5 o 6 años, para hacer unos pagos a Claro, y solo voltie un momento para ver mi cola y Zas! Desapareció. Se me salió el alma. Para luego de verla subir por las escaleras del patio de comida, que dice se fue a ver si estaba abierto el Coney. Desde allí la lleve pegada a mi y le enseñé donde me tiene que esperar si nos separamos.",muy positivo,0.3434000015258789,6.0,positivo,,
3599,Ripley,Retail,4,Precios razonables y ropa normal. Si buscas asesoramiento o preguntar es difícil porque no encuentras a los empleados,neutral,0.4494999945163727,6.0,negativo,,
90,BBVA,Banca,5,"Este es el segundo edificio más grande de Lima Perú mide 137 metros de altura, un lugar como para tomar imágenes de los rascacielos de Lima. Espero lo conozcan.",neutral,0.3519000113010406,6.0,neutral,,
1894,Metro,Retail,4,Consumo mínimo 50 soles para no pagar estacionamiento...el sábado fui con mi esposa al restaurante a almorzar y consumí 40 soles y tuve que gasta 10 soles más...total el almuerzo me salio 50 soles. Ya no iré otra vez a ni ser que para uso del comedor se acepten mínimo 2 menús de consumo y 60 minutos máximo.,negativo,0.4972000122070312,4.0,muy negativo,,
232,BCP,Banca,3,No responden los telefonos.Tengo muchos dias i inintentandolo,negativo,0.4749999940395355,4.0,negativo,,
50,BBVA,Banca,3,UN BANCO MÁS,negativo,0.3508000075817108,6.0,neutral,,
1989,Movistar,Telecomunicaciones,1,"Capacitar en ""atención efectiva al cliente"", y más criterio para orientar en los servicios a las personas de la tercera edad.",neutral,0.395000010728836,4.0,neutral,,
1587,Interbank,Banca,1,Son muy lentos atendiendo,negativo,0.4934000074863434,6.0,negativo,,
1000,Entel,Telecomunicaciones,5,"Muy amables, buena atención, eficientes y rápidos",muy positivo,0.4964999854564667,16.0,muy positivo,,
1756,Metro,Retail,4,Las colas son demasiado largas pero fuera de eso es muy limpio y ordenado al igual que la atención en caja,neutral,0.4988999962806701,10.0,neutral,,
3054,Plaza Vea,Retail,5,"Hay tres súper mercados cerca, wong, tottus y vea... Vea me queda mas cerca, sin embargo voy a tottus, porque han habilitado unas casitas para dejar a tu perro, ...permite q lo lleves a pasear, te espera seguro y haces tus compras! Realmente es una facilidad importante. Vea podría tomarlo en cuenta",neutral,0.4948000013828277,21.0,neutral,,
1714,Metro,Retail,4,La mayoría de las veces hay mucha cola para pagar hasta en la caja de 5 productos. Y por otro lado siempre revisen su boleta ya que hay discrepancia entre lo que llevas y lo que facturan por lo demás todo bien !,neutral,0.4767999947071075,9.0,neutral,,
2517,Oechsle,Retail,3,"Es una tienda por departamentos que cuenta con secciones de ropa para niños, jóvenes y adultos de varones y mujeres; además se puede encontrar electrodomésticos, línea blanca, artículos electrónicos, menaje, muebles, artículos deportivos, juguetes y equipos de cómputo.",neutral,0.4812999963760376,6.0,neutral,,
4161,Tottus,Retail,5,Es una locura. Es uno de los más grandes. Si estás buscando conseguir lo que acostumbras aquí no cabe la menor duda de que lo vas a conseguir.,muy positivo,0.4216000139713287,6.0,muy positivo,,
3730,Ripley,Retail,5,"Tienda por departamento donde se encuentra de todo como prendas de vestir, calzado, línea blanca, artículos para el hogar., etc de grandes marcas.",neutral,0.4167999923229217,6.0,neutral,,
2442,Movistar,Telecomunicaciones,3,La cola se hace en el exterior. El tiempo de espera depende de cuántos asistentes haya y de la velocidad de atención. Tienes que ir con mucha paciencia,negativo,0.4767000079154968,9.0,neutral,,
1995,Movistar,Telecomunicaciones,1,falta comodidad para ña atencion al publico,negativo,0.48539999127388,0.0,negativo,,
3435,Ripley,Retail,4,Consigues lo q quisieras o casi todo depende la demanda. El ambiente resulta poco cálido por lo transcurrido que es pero bueno lo visita bastante gente.,neutral,0.4535000026226043,9.0,neutral,,
4289,Tottus,Retail,5,"Siempre tiene buenas ofertas,el otro día busque una laptop en varias tiendas y en su página encontré una a un buen precio, la ropa es de buena calidad. De paso están los bancos y las demás tiendas. El parqueo es amplio para dejar el vehículo.",positivo,0.4952000081539154,11.0,positivo,,
374,Claro,Telecomunicaciones,1,"Completamente cerrado, siendo 10:30am",neutral,0.4878000020980835,6.0,negativo,,
2587,Oechsle,Retail,5,"Buenos precios, les falta más marcas reconocidas",neutral,0.3648000061511993,15.0,neutral,,
714,Claro,Telecomunicaciones,4,Atención rápida de preferencia venir alas 9.50 am y esperar ala apertura del centro comercial para evitar largas colas después de l medio día su afluencia aumenta,neutral,0.4375999867916107,1.0,positivo,,
1178,Falabella,Retail,4,"Encuentro novedades bastante atractivas e interesantes, en esta ocasión, para el cuidado de la piel, que es muy importante para cualquier edad y género. Lo difícil es decidir..... Ya que a veces una se emiciona y se puede exceder en el presupuesto",muy positivo,0.3370999991893768,6.0,neutral,,
2392,Movistar,Telecomunicaciones,1,"Buena servicio, pero no te ayudan a solucionar ningún problema. Si tan solo hubieran más empresas de telefonía e internet que Claro y Movistar sin dudarlo me cambiaría.",muy positivo,0.3635999858379364,4.0,negativo,,
3518,Ripley,Retail,1,"El baño de mujeres siempre huele a orines, es viejo, descuidado y oscuro. Quizá lo hacen a propósito para que no lo usen.",negativo,0.4271000027656555,4.0,muy negativo,,
1618,Interbank,Banca,5,Siempre pensando en los clientes ...20 de nota,positivo,0.4287000000476837,6.0,muy positivo,,
2462,Movistar,Telecomunicaciones,4,Fui a comprar un chip por suerte no espere mucho. No había cola y me atendieron muy rápido,positivo,0.3962999880313873,9.0,positivo,,
4339,Tottus,Retail,5,"Cuanta con diversos productos, el personal super amables",neutral,0.3935999870300293,16.0,positivo,,
4556,Wong,Retail,5,"Esta sede del supermercado Wong se encuentra en el segundo piso del Balta Shopping Mall, es un espacio realmente grande que además cuenta con dos niveles donde podrás encontrar una gran variedad de productos frescos y de calidad. Por las noches las cajas suelen llenarse y hay cola pero la atención es rápida y eso hace que avancen ágilmente.",positivo,0.4794999957084656,23.0,positivo,,
3803,Ripley,Retail,5,"Muy buena atención, bastante variedad en modelos y marcas de ropa, y excelente funcionamiento del área de ""objetos perdidos"". Perdí mi peluche, y lo fui a buscar al día siguiente.",positivo,0.488099992275238,3.0,muy positivo,,
2812,Plaza Vea,Retail,4,Deberian instalar una tienda en la Avda. La Encalada (surco) pues solo tnemos Vivanda si bien queda en la Encalada esta pegada a la Avda. Primavera y todos los que vivimos por esta zona se nos hace pesado el ir al Jockey. Gracias por atender mi sugerencia.,neutral,0.3955999910831451,6.0,neutral,,
2651,Oechsle,Retail,2,"Más de lo mismo, no hay ofertas no hay novedades",negativo,0.4393999874591827,4.0,negativo,,
771,Claro,Telecomunicaciones,1,En servicio mal te tratan mal ademas que los planes mas caros q otros lugares 1 estrella,negativo,0.4812000095844269,4.0,muy negativo,,
2904,Plaza Vea,Retail,5,"Excelente lugar ,buenos precios",positivo,0.488099992275238,22.0,muy positivo,,
3389,Ripley,Retail,1,"Tienda por departamentos, solo son interesantes las ofertas, aunque en esos casos el stock es pobre. Muy desordenada la mercadería, personal casi indiferente. Colas en caja para pagar, sistema muy lento. Por atender pagos de cuotas de tarjeta se ralentiza la compra. Debe haber cajero dedicado a atender pagos de cuotas.",muy negativo,0.4724000096321106,6.0,muy negativo,,
939,Entel,Telecomunicaciones,3,"Se demoraron un poco, parecía que la chica recién comenzaba y no sabía varios procesos. Pero igual su atención buena y amable.",positivo,0.447299987077713,4.0,neutral,,
1808,Metro,Retail,5,Buen lugar para realizar su compras,muy positivo,0.4921999871730804,14.0,positivo,,
1455,Falabella,Retail,3,"Es muy difícil para entrar allí si eres discapacitado, pues hay son escaleras mecánicas de una de las entradas y si requieres solocitar una silla no dejan que las presten, asi que para que vaya un descapacitado es difícil para su movilización.",negativo,0.4298999905586242,4.0,negativo,,
2448,Movistar,Telecomunicaciones,3,"En esta tienda de Movistar dan atención a solo cuando es venta.. Ahí te atienden bien, pero cuando es un reclamo o asesoría x ejemplo manejo de un celular nunca atienden, te derivan a una chica virtual x whapsath.. Creo NO debieran hacer diferencia, por más simple sea una asesoría debe ser bien atendida por tanto personal que hay en esta tienda. Seria genial si complementan esos detalles.",negativo,0.4061999917030334,4.0,negativo,,
1087,Entel,Telecomunicaciones,4,Me e cambiado a entel y estoy probando su servicio.ya veremos,neutral,0.4413000047206878,4.0,neutral,,
1621,Interbank,Banca,5,"Taquillas de paso del banco interbank ubicados dentro del automercado Vivanda de la esquina de alcanfores con Benavides, en la que puedes hacer tus operaciones financieras de manera fácil y rápida, con una muy buena atención por parte de su personal, y con la comodidad de un horario extendido, ya que laboran con el horario del supermercado, y también trabajan sábados domingos y feriados",muy positivo,0.4720000028610229,3.0,muy positivo,,
1745,Metro,Retail,4,Como todas la tiendas de esta cadena tiene a venta variedad de productos en su amplio y espacioso local. Tiene venta en los rubros de viveres..panaderia..ropa..electrodomesticos..juguetes...libreria. Hay gran afluencia de gente tanto dentro del local como en el exterior del mismo. Siempre en este tipo de locales el gran problema es la atención en las cajas que resultan pocas y demoran por las colas que se forman.,positivo,0.4316999912261963,23.0,negativo,,
3460,Ripley,Retail,4,"Me gustan las ofertas que tienen siempre y en particular esta sede siempre tiene buenos productos. A diferencia de otras sedes, esta es más grande y hay mayor variedad. Los productos que están cerca a las cajas tienen descuentos increíbles. La zona de juguetería es bastante amplia y la ropa genial en hombres y mujeres. Lo único malo son las colas, por lo general son relativamente largas, debería haber más zonas de cajas y evitar estos pequeños inconvenientes.",positivo,0.4650000035762787,23.0,positivo,,
4242,Tottus,Retail,4,"Muy limpio y ordenado, algunos productos no tienen precio, es incomodo. Además, las colas también son un poco desordenadas, soy gestante y tuve que hacer una cola normal.",neutral,0.4984000027179718,10.0,neutral,,
3905,Tottus,Retail,2,"Un lugar grande, quizás lo que puedo destacar mas ahi es la comodidad de su patio de comidas. Tuve una mala experiencia en Quality Products, te entregan productos que no son los mismos que te ofrecen - antes de pagar revisar dos veces.",positivo,0.3540000021457672,4.0,neutral,,
2705,Oechsle,Retail,5,"Muy sorprendido, fui a devolver unas zapatillas y me devolvieron el efectivo, me dijeron que devolvían en el mismo medio de pago que se había efectuado. Aunque servicio al cliente demoró me pareció buena atención",positivo,0.4571000039577484,3.0,positivo,,
4253,Tottus,Retail,4,"Antes del mediodía es hermoso y tranquilo, puedes escoger en paz, recorrer los pasillos y pagar en menos de 10minutos (incluído hacer cola). Luego, prepárense para que todo esté full a pesar de lo enorme que es el local. Tomen sus precauciones o vayan con mucha paciencia!!!",positivo,0.4832000136375427,9.0,neutral,,
451,Claro,Telecomunicaciones,4,Un lugar accesible donde encuentras de todo,muy positivo,0.498199999332428,6.0,neutral,,
4523,Wong,Retail,4,Las tiendas Wong siempre se destacaron por la calidad de sus productos pero sobre todo por la excelencia de su servicio al cliente. Todo su personal estaba entrenado en una cultura de servicio. Ya no es lo mismo.,positivo,0.4665000140666961,4.0,negativo,,
850,Entel,Telecomunicaciones,5,A veces hay cola,neutral,0.4316000044345855,9.0,neutral,,
2729,Oechsle,Retail,5,"Me encanta ahora que lo han ampliado , más espacio mayor iluminación, genial por qué los pasillos cabe perfectamente el carro de mi bebé y puedo ver sin complicaciones",positivo,0.4851000010967254,6.0,muy positivo,,
2208,Movistar,Telecomunicaciones,4,"La atención es eficiente/regular en velocidad, a ciertas horas de la tarde y la mañana hay colas, pero no tan grandes los días de semana y recuerden si van a ir a algún centro de atención de telefonía movistar, lleven doble mascarilla, una señora tuvo problemas para entrar por llevar una mascarilla y protector facial, al parecer el protector no cuenta como una, tener eso en cuenta, gracias:)",neutral,0.4361000061035156,4.0,neutral,,
3293,Plaza Vea,Retail,4,"Problemas en la caja preferencial. 1 sola caja y otros problemas que requerían de una supervisora para solucionar, demorando mucho en aparecer. Asi como hay 2 ó 3 cajeras debe haber en la preferencial. Muchas madres y personas mayores que se han tenido que ir a hacer cola en las otras cajas. Una madre con 2 niños tuvo problemas por ir a las cajas rápidas .de todas maneras fue atendida. Por lo demas bien, sobre todo con el personal al que se le pide ayuda que estan por ahí acomodando las mercaderías, muy bien por esas personas.",negativo,0.4120000004768371,4.0,neutral,,
1555,Falabella,Retail,5,"Fui a la zona de entrega de compras online y me atendieron al toque y sólo tuve que dar mi dni para recoger, no es necesario imprimir nada.",neutral,0.4742999970912933,4.0,positivo,,
713,Claro,Telecomunicaciones,4,Un lugar de atencion donde hay mucha cola,neutral,0.481000006198883,0.0,negativo,,
2555,Oechsle,Retail,4,"Buenos precios, pero falta un poco más de compromiso en la atención de los muchachos. Quizá un poco más de motivación por parte de la empresa.",negativo,0.3971999883651733,15.0,neutral,,
3802,Ripley,Retail,5,"En lugar me parece estrecho pero es comprensible debido a que tiene mucha variedad de productos en sus exhibiciones. Fuí a recoger un pedido hecho en línea, subí al 4to piso, me registré y entregaron el paquete sin ninguna demora.",positivo,0.4038000106811523,23.0,positivo,,
721,Claro,Telecomunicaciones,5,"Atención excelente, amable y de confianza",positivo,0.4832000136375427,17.0,muy positivo,,
1866,Metro,Retail,4,"Flying squirrel, un motivo más para visitar metro San Miguel .... desestresante y alegre",positivo,0.4255000054836273,8.0,muy positivo,,
702,Claro,Telecomunicaciones,4,La atención es buena y cordial. Aunque se debe ser paciente porque todo cambió tras la pandemia la atención y el aforo se redujo hasta un 60% sin temor a equivocarme,positivo,0.4972000122070312,4.0,positivo,,
677,Claro,Telecomunicaciones,2,"Respécto a la atención en servicio técnico, es deficiente y no dan un diagnóstico cierto.",muy negativo,0.4927999973297119,4.0,negativo,,
4481,Wong,Retail,5,"Me encanta la atención al cliente, donde comprar es un placer 😄 suelo comprar por Internet pero a veces me gusta ir a pasear y comprar algunos panes para preparar mis bocaditos ya que tienen petipanes etc…",positivo,0.4620999991893768,6.0,muy positivo,,
3763,Ripley,Retail,5,Muy buen centro comercial para comprar todo tipo de cosas para el hogar y ropa de moda.,muy positivo,0.486299991607666,1.0,positivo,,
1301,Falabella,Retail,3,"Tiendo por departamento en corazon de Miraflores con fácil acceso. No es muy grande y no hay tanta variedad de productos como en Saga de Jockey. Igual pueden encontrar variedad de marcas en ropa, calzado, aceesorios, decoracion de casa, cocina, etc. La atención depende de cada persona: unos más atentos, otros un poco distraídos.",positivo,0.4095999896526336,23.0,neutral,,
3738,Ripley,Retail,5,Amo Ripley me encanta siempre todo muy juvenil pero esta vez me llamó la atención que no hubiera variedad de polos y chompas bueno si había pero todo de marcas no había pues para el público de status medio eso sí totalmente una variedad Infinita de Jens y modelos y precios,positivo,0.3966000080108642,4.0,positivo,,
4360,Wong,Retail,3,La sección mariscos es muy limitado. El estacionamiento es problemático. No hay suficiente espacios. El acceso a la tienda también es muy difícil debido a las calles angostas. No tiene parking adecuado. No tienes cafetería o café dónde picar algo. Tampoco tienen un Dunkin donuts o un MacDonalds o similar. Es muy limitado.,muy negativo,0.4025000035762787,6.0,negativo,,
3118,Plaza Vea,Retail,4,Un supermercado amplio donde puedes encontrar de todo. Atienden con todos los protocolos exigidos. Además de contar con un sótano de dos niveles para dejar tu auto sin ningún problema. Está ubicado en Av. Javier Prado dentro de la Rambla. No hay colas porque la atención es rápida.,positivo,0.4695000052452087,6.0,positivo,,
711,Claro,Telecomunicaciones,4,"Tienen para ventas todas las marcas de celulares, y teléfono fijo, tenía problemas con mi celular y amablemente me atendieron, me parece muy bien.",positivo,0.4760000109672546,6.0,positivo,,
927,Entel,Telecomunicaciones,2,"¿Qué pasa con el personal? Totalmente apáticos, sin ganas de atender, no te guían cómo continuar las gestiones de tu servicio, etc. La atención es muy básica, casi como si te estuvieran haciendo un favor. ¿serán los efectos de la recesión?",muy negativo,0.4851000010967254,4.0,muy negativo,,
2210,Movistar,Telecomunicaciones,4,Centro de atención de Movistar para Moviles migraciones de otro operador renovación de equipos como también atencion para pagos y afiliacion oara paquetes de Duos internet y telefonía fijan y tiros que es cable internet y telefonía fija puedes ver tu estado de cuenta y pagos pendientes y refinanciaciones de deudas impagas. Te atienden moderadamente rápido.,positivo,0.4763999879360199,4.0,neutral,,
781,Claro,Telecomunicaciones,3,Bueno es para comprar celulares chic y pagos de la linea claro,positivo,0.4507000148296356,6.0,positivo,,
1672,Metro,Retail,1,Largas colas en la caja incluso fuera de hora punta. Literal un dia de semana solo hay 3 cajas en toda la tienda. Los orecios son mas caros que Plaza vea.,negativo,0.4666999876499176,21.0,negativo,,
1489,Falabella,Retail,4,La atención para retiro on line fue rápida,positivo,0.3971000015735626,5.0,positivo,,
2202,Movistar,Telecomunicaciones,3,"Atención rápida!! Sin embargo fui testigo unos comentarios de burla y risas hacia un cliente por su forma de hablar, entre el personal de atención en los módulos de renovación. Jalón de orejas para todos!!",negativo,0.400299996137619,5.0,muy negativo,,
162,BCP,Banca,1,"LES LLAMO DURANTE 1 HORA Y NI ASI CONTESTAN, BASURAS",negativo,0.4129000008106231,4.0,muy negativo,,
2465,Movistar,Telecomunicaciones,4,"Perdí el celular, me atendieron rápido, no siempre los vendedores saben orientarte así que hay que hacer preguntas muy puntuales",negativo,0.4668000042438507,4.0,neutral,,
141,BCP,Banca,2,Si vas a ventanilla del banco lleva una silla un periódico o un celular y una sombrilla porque vas a esperar a fuera por lo menos de media a una hora para ingresar,neutral,0.4966000020503998,4.0,negativo,,
591,Claro,Telecomunicaciones,4,"Atención cercana, resolvieron mis dudas , el único problema serían las colas para el ticket de atención ya que en algunos momentos se hacen eternas. Un punto a mejorar es que solo hay una ventanilla baja para atención preferencial , y está no cuenta con silla ,solo una segunda repisa agregada al formato de repisa general de los módulos .",neutral,0.4323999881744385,4.0,positivo,,
821,Entel,Telecomunicaciones,3,No ha cambiado en años,neutral,0.488099992275238,4.0,negativo,,
3613,Ripley,Retail,5,"Replay, es una tienda por departamento ubicada en los distintos distritos o municipios de Lima, puedes encontrar perfumería, ropa deportiva, de damas, caballeros, de niños, jugueterías, lencería de verdad entrar a esta tienda, es lo máximo aparte ofrece su tarjeta Replay con ella puedes obtener descuentos, lo único que no me agrada es que si eres extranjeros y tienes documentos en regla buen empleo de igual manera te excluyen y no te brinda la tarjeta, eso es exclusión en mi caso me pasó tengo 5 años aquí ya con tarjetas de crédito de otras entidades financieras, empleo y no me la otorgaron desde que llegué siempre he comprado aquí, ha Sido lo único malo que me ha sucedido del resto, puedes encontrar lo que necesites...gracias.",neutral,0.3088999986648559,6.0,neutral,,
597,Claro,Telecomunicaciones,4,"Llegue cerca a laa 13:00 para un desbloqueo de patron de mi celular. Recibi un tiquet de atencion, aunque no hay nada que indique que lo indique, y espere unos 12 minutos. El local es amplio y fresco, el personal es atento, ¿sera por estar en Miraflores?. A pesar del amplio local y altas paredes no hay publicidad de los equipos que pueden ofrecer en su pagina web, si abunda la publicidad de app's y promociobes de sus partners o clientes.",neutral,0.4785999953746795,4.0,positivo,,
2458,Movistar,Telecomunicaciones,4,"Tienes que ir con bastante tiempo disponible ya que la atención es muy lenta por el aforo permitido por la pandemia. Atienden en horario corrido hasta las 10 de la noche, pero no te recomiendo ir tan tarde porque los agentes se van yendo y la lentitud es mayor. Sin mencionar que la cola afuera crece más. Así que anda temprano en la mañana.",negativo,0.4851999878883362,19.0,negativo,,
2613,Oechsle,Retail,5,Nuevo sistema de cobro de los productos en venta muy agil y amigable.,neutral,0.4338000118732452,6.0,muy positivo,,
2780,Plaza Vea,Retail,3,"Sigue estando con el mismo ambiente desde hace 10 años, el local no se ha actualizado en casi nada durante todo este tiempo. Ya no cuentan con banco dentro, las salidas siguen iguales y bajaron protocolos. El sistema de distribución sigue siendo el mismo, estando desordenado y algo sucio el ambiente. Los precios son los generales. Te dejan llevar los carritos por todo el jockey, si es que lo necesitas. Cajas operativas y ahí tiene un punto fuerte.",neutral,0.4050000011920929,4.0,negativo,,
1457,Falabella,Retail,3,"Una variedad muy amplia de productos, mejoraron la circulación de los clientes distribuyendo los pasillos de mejor forma. Las cajas estuvieron fluidas; sin embargo los aforos considerando la restricción de clientes no llevaba registro y por ende no se diferenció si estábamos con aforo restringido o en una campaña de día del padre. Fue un posible foco de contagios, más aún que en las cajas las distancias no eran celosamente cuidadas por el personal de Saga. Un punto a mejorar.",negativo,0.4280999898910522,4.0,neutral,,
2455,Movistar,Telecomunicaciones,4,"La atención fue buena, pero aún estoy esperando me solucionen mi problema",neutral,0.3754000067710876,4.0,negativo,,
2944,Plaza Vea,Retail,3,"Limpio, ordenado, surtido, buenos precios; aunque muchas veces faltan canastas, y el control de seguridad que tienen en la entrada y salida es más que exagerado, pues estoy seguro que la mayor cantidad de asistentes somos clientes, y ser tratado de esa manera de impedir entrar con mochilas o bolsas al área de compras, es poco saludable.",positivo,0.4544000029563904,10.0,neutral,,
481,Claro,Telecomunicaciones,5,Probablemente ell centro de atención más veloz de Lima oeste,neutral,0.397599995136261,1.0,muy positivo,,
153,BCP,Banca,1,Dicen que te van a comunicar y te dejan esperando eternamente. Así cumplen con hacer realidad tus planes.,negativo,0.3544999957084656,4.0,muy negativo,,
1733,Metro,Retail,4,"Fui después de mucho tiempo y fue una buena experiencia, sólo tendrían que mejorar un poco cómo se ""distribuyen"" o acomodan las personas que esperan servicio en el espacio que vendría a ser el supermercado en sí y el estacionamiento, a veces las personas se acumulan en espacios pequeños y no dejan pasar.",negativo,0.4519999921321869,4.0,positivo,,
696,Claro,Telecomunicaciones,3,"Congestionadisimo, pero de alguna manera su personal es amable",neutral,0.4900000095367431,4.0,neutral,,
636,Claro,Telecomunicaciones,1,"Largas colas, con poco personal",negativo,0.4647000133991241,6.0,negativo,,
4223,Tottus,Retail,3,"El local es bastante grande, pero un poco mal diseñado, hay 20 tiendas más dentro de tottus, no sé si el “centro comercial” es Open o Tottus, un desorden total; encontrar los baños se convierte en una búsqueda del tesoro, si tienes suerte lo encontrarás, no hay autoservicio.",negativo,0.4090999960899353,1.0,negativo,,
3886,Scotiabank,Banca,4,"La agencia es pequeña y al parecer los días sábados hay mucha gente que no puede ir durante la semana. La atención en plataforma me parece buena. Sin embargo, mientras que la fila de las personas de ventanilla avanzaba rápido, la espera para atención en plataforma parecía infinita aún cuando no habían tantas personas como en la otra fila.",negativo,0.4744000136852264,9.0,negativo,,
383,Claro,Telecomunicaciones,1,"Tengan cuidado ,hoy mi hijo activo su iPhone salió del jockey y en el paradero le robaron con arma ,,sabían que llevaba un iPhone,creo que fue dato",negativo,0.4638999998569488,6.0,muy negativo,,
1545,Falabella,Retail,5,Atención A 1 super recomendable para ir con la familia cuenta con patio de comidad,neutral,0.4693999886512756,6.0,muy positivo,,
3678,Ripley,Retail,3,Cobro de estacionamiento y la ropa a bajado su calidad,positivo,0.3578999936580658,6.0,negativo,,
2046,Movistar,Telecomunicaciones,3,Fácil acceso pero debe mejorar su sistema de atención al publico,positivo,0.4593999981880188,4.0,neutral,,
