id_registro,empresa,rubro,estrellas,comentario_limpio,etiqueta_llm,confianza_llm,justificacion_llm,etiqueta_pipeline_anterior,etiqueta_corregida
2913,Plaza Vea,Retail,1,"Esta es una evaluación de la experiencia para comprar embutidos a las 8:30am un día Martes. Generalmente, he tenido una muy buena experiencia en este Plaza Vea (amplio, ordenado, limpio, productos variados) cuando he venido a hacer compras, ojo, siempre en el rango de 12pm a 6pm. Pero la cosa cambia cuando requieres atención desde temprano, específicamente en la zona de embutidos. Al menos 1 o 2 veces a la semana voy temprano a comprar embutidos, y sacando un promedio, de cada 3 veces que voy, en 1 no hay personal atendiendo. Normalmente, le pido a otro personal que le pase la voz a la persona encargada, y espero un promedio de 3 minutos. Lamentablemente, hoy fue la peor experiencia: no había personal atendiendo, avisé en caja para que llamara a la persona encargada. Pasaron 7 minutos y nadie se acercaba, entonces regresé a la caja a solicitar hablar con la gerente de tienda, para hablar sobre esto. Mientras esperaba, por la radio le contestan al cajero por el personal de embutidos: ""creo que está recibiendo mercadería"". Cuando llegó la gerente de tienda, le menciono mi malestar por estar esperando ya 13 minutos para comprar embutidos. Me empieza a decir que ella ""viene de la tienda de La Molina..."", la corto y le digo: ""es irrelevante de qué tienda vengas, la gerente de tienda, es la que gestiona esta tienda, y puedo entender que tengas una limitación de personal, pero no pueden dejar esperando a los clientes, inclusive luego de solicitar se apersone alguien al área"". Y me dice: ""Sí, justo había identificado esa oportunidad de mejora"", lo cual me sonó a una salida típica del que no quiere aceptar que tiene una deficiencia no identificada. Antes de justificarse o dar una excusa defensiva, siempre es mejor decir: ""entiendo la situación, es un detalle que se nos ha escapado, y le agradezco el feedback para poder mejorar en la atención al cliente"". Al final llegó una persona a despachar embutidos, y cuando regreso a la estación, estaba atendiendo a otro cliente. Ante lo cual, la gerente de tienda le dice que me atienda, y obviamente, le respondí: ""¿no ves que está atendiendo a otro cliente? Yo puedo esperar mi turno"" (por solucionar el problema de un cliente, no se debe generar otro a un nuevo cliente). Me tomó 25 minutos comprar, cuando lo normal es 5 minutos. Le recomendé a la gerente de tienda que si el personal de embutidos o áreas similares, tenga que salir de la estación para recibir mercadería o realizar otras tareas (en horario de atención al público), y si no cuentan con personal adicional, deberían poner un aviso en mostrador y a la par, deberían tener como protocolo revisar cada 5 minutos, si es que hay clientes en la estación esperando a ser atendidos. Ojalá puedan mejorar en la experiencia que ofrecen al cliente en las primeras horas de la mañana.",negativo,0.85,"Describe mala atención y largas esperas, predominan quejas",muy negativo,
2531,Oechsle,Retail,4,Esta es una tienda a la que se le debería dar más oportunidad para visitar ya que tiene productos variados y sus precios son competentes. Compré un juego de comedor para terraza y el precio estaba muy bueno en relación a la competencia y tiene una tarjeta Oh! que te da descuentos interesantes en sus productos y que si la sabes manejar te puede beneficiar.,positivo,0.85,"Resalta variedad, precios y beneficios de tarjeta",positivo,
3625,Ripley,Retail,5,"Buenas remeras, algodon pima de primera calidad.",positivo,0.85,Elogio de calidad de remeras,muy positivo,
69,BBVA,Banca,4,Es la principal,neutral,0.85,Solo afirma sin expresar opinión,neutral,
837,Entel,Telecomunicaciones,4,Rápido acceso,positivo,0.85,"Destaca rapidez del acceso, sin más comentarios",,
4789,Wong,Retail,5,"Excelente lugar para comprar pan, quesos, licores, artículos para el hogar, buen servicio, aunque los precios de frutas y verduras un poco altos, bella edificación",positivo,0.85,"Elogia tienda y servicio, menciona precios altos",muy positivo,
195,BCP,Banca,5,Atencion rapida y personalizada.,positivo,0.85,"Destaca rapidez y personalización, tono favorable",neutral,
4213,Tottus,Retail,3,No usan el aire acondicionado,negativo,0.85,"Señala falta de aire acondicionado, queja sin elogio",negativo,
4123,Tottus,Retail,5,Se expende variedad de productos comestibles a bajo precios. Ambientes limpios y buena atención,positivo,0.85,"Elogia precios bajos, limpieza y buena atención",muy positivo,
4183,Tottus,Retail,5,Variedad de productos y buenas ofertas,positivo,0.85,Elogio breve de variedad y ofertas,muy positivo,
2857,Plaza Vea,Retail,5,Supermercado amplio con gran variedad de productos. Es ordenado y limpio. Acepta efectivo y tarjetas,muy positivo,0.85,Solo aspectos positivos.,muy positivo,
3251,Plaza Vea,Retail,3,"Buen servicio...pero tengo una anécdota...yo estaba con mi chompa con capucha y un seguridad paso y me dijo que me saque la capucha pare para decirle y preguntarle por que motivo ,pero me ignoro le hable y no tuve respuesta...creo yo que como cliente merezco que me expliquen si esta prohibido entrar con capucha o gorro... o es que e sufrido un acto de discriminación...",negativo,0.85,"Buen servicio pero seguridad discriminatoria, sentimiento negativo.",neutral,
1752,Metro,Retail,4,"Muy buen lugar, entre las actualizaciones es que quitaron el puesto de Macdonald",positivo,0.85,"Elogia lugar, menciona única queja menor",,
4140,Tottus,Retail,5,Lugar donde encuentras de todo para el hogar. Víveres. Ropa. Artefactos eléctricos. Etcétera. A precios adecuados varía de acuerdo de la marca. Los recomiendo visitar. Tranquilo y seguro,positivo,0.85,"Describe variedad y seguridad, recomienda visita",muy positivo,
2088,Movistar,Telecomunicaciones,5,"Fui después de años a la agencia de atención al cliente y por 2da vez me atendieron rapidamente y me dieron solución a mis dudas. Pero así como a mi me ayudaron, se que hay clientes que se retiran disconformes con la atención y el servicio que brindan.",neutral,0.85,Combina elogio personal y queja de otros,muy positivo,
1920,Metro,Retail,5,Rápida atención al momento de pagar en caja. Aunque nunca falta algún despistado que en su turno de pago no termina de seguir comprando enviando a alguien a buscar tal o cual cosa que se olvidó.,positivo,0.85,"Elogia rapidez, menciona pequeños fallos",,
2071,Movistar,Telecomunicaciones,4,"Atencion esmerada, pero tarda mucho para atencion al cliente.",neutral,0.85,Elogio y queja equilibrados,,
24,BBVA,Banca,1,"Todo muy bonito una oficina espectacular, pero más de media hora esperando atención en ventanilla, un desastre el servicio.",negativo,0.85,"Ambiente bonito, pero servicio desastroso domina",muy negativo,
1699,Metro,Retail,3,"Todo bien, variedad de productos, lo malo fue la atención del señor encargado de la confitería (nada amable), parece que reniega con cada cliente que le pregunta algo o le pide algo, porque o da negativas o simplemente no les responde, es un mal colaborador. Por lo demás todo bien.",neutral,0.85,"Elogia en general, pero critica fuertemente al encargado.",neutral,
1892,Metro,Retail,4,"Es un muy buen súper mercado, sólo sus ss.hh no son de lo mejor.",positivo,0.85,"Mayoría positiva, pequeña queja de baños",positivo,
593,Claro,Telecomunicaciones,4,El día sábado la atención es de 9.15 am hasta las 5pm,neutral,0.85,Información sin valoración,neutral,
742,Claro,Telecomunicaciones,5,Excelente lugar para comprar celulares,muy positivo,0.85,"Breve pero usa 'Excelente', tono muy positivo.",muy positivo,
4633,Wong,Retail,5,"Buen supermercado, característico de Lima, con buen género y productos españoles aunque a precios caros (así es por aquí). Lo que me desagrada es que no todos tienen lo mismo, compras algo que te gusta en uno y ya no lo encuentras en otro!!!",neutral,0.85,"Elogia calidad pero critica precios y disponibilidad, tono mixto.",,
2336,Movistar,Telecomunicaciones,5,"Tuve que venir a esta agencia porque por teléfono la asistente no tomó la solicitud de baja del servicio trío. Creo que se burló del pedido. En el módulo la atención fue rápida y paciente. El espacio del lugar es más amplio. No me quejo de esta oficina, pero sí crítico el servicio por teléfono...",neutral,0.85,Combina experiencia positiva en oficina con queja del servicio telefónico.,,
3086,Plaza Vea,Retail,3,"Muy grande tiene cajas automáticas para que tu mismo te cobres sin hacer cola , tienen estacionamiento del centro comercial",positivo,0.85,"Destaca tamaño, cajas automáticas y estacionamiento, tono positivo",neutral,
3758,Ripley,Retail,5,Buena experiencia en pleno COVID. Muy buenas ofertas y poca gente puedes pagar en algunos vendedores sin necesidad de ir directo a caja.,positivo,0.85,"Buenas ofertas y poca gente, tono favorable",muy positivo,
4081,Tottus,Retail,4,El día de hoy ha recibido una muy buena atención en el personal de comidas preparadas y en la caja. La tienda es bastante ordenada y limpia. También cuenta con buena variedad en los abarrotes hay buenas ofertas,positivo,0.85,"Elogio amplio, tono satisfecho",positivo,
2794,Plaza Vea,Retail,3,"Grande. Ordenado. Aunque como en todos los Plaza Vea, el personal no es uniforme. Algunos muy amables y otros a los que provoca tirarles con un hacha en la cabeza. El estacionamiento del Centro Comercial sale gratis con las compras. Hay zona de electrodomésticos. Y también hay un sitio para sentarse a almorzar. Tiene un pequeño buffet.",neutral,0.85,"Combina elogios y críticas al personal, tono mixto.",neutral,
763,Claro,Telecomunicaciones,1,"Este lugar ya no existe, ahora es solo un modulo.",neutral,0.85,Comentario informativo sin valoración,muy negativo,
4106,Tottus,Retail,4,Variedad increíble de locales con suficiente stock. Debido al gran tamaño cada local tiene dividida el área de ofertas del resto. Amplio parqueo pero un poco difícil encontrar algunas tiendas debido a qué es muy grande.,positivo,0.86,"Elogia variedad y parqueo, menciona ligera dificultad.",neutral,
2298,Movistar,Telecomunicaciones,2,Muchos boxes vacíos por consiguiente se demora la atención al cliente!,negativo,0.86,Queja de demoras por boxes vacíos,negativo,
3797,Ripley,Retail,5,Variedad i todo Ropa Calzado Lencería Muebles Juguetes Electrónica Linea blanca Ropa íntima para mujer hombre niños Ofertas Y Descuentos,positivo,0.86,"Variedad y descuentos resaltados, sin quejas.",,
3249,Plaza Vea,Retail,3,"Orden, seguridad, limpieza, pero demasiada gente, aún q en puerta cuentan, incluso a veces se hace cola por q está repleto, pero dentro encuentras mucha gente, llevar alcohol para desinfectar todo lo q tocas (productos, carritos, estantes, barandas, dinero y más) cuidarse y cuidar a los demas",neutral,0.86,"Describe condiciones, combina aspectos positivos y negativos",neutral,
1237,Falabella,Retail,5,"Atención de primera desde los trabajadores hasta el personal de seguridad, lo negativo de la pandemia es que se genera demasiada cola para las cajas al momento de pagar. Les sugiero que activen pago fácil y rápido sin hacer tantas cosas y esperar demasiado tiempo.",positivo,0.86,Elogio con sugerencia de mejora,,
1499,Falabella,Retail,4,"Limpio, amplio y con varias secciones. Pese a que no compro cosas para el hogar, mi piso favorito es el último (tiene cosas lindas para la casa). A veces hay buenas ofertas pero se acaban rápido porque al estar cerca al centro financiero muchas personas lo visitan en hora de almuerzo o a la salida.",positivo,0.86,"Elogia limpieza y ofertas, menciona rapidez de agotamiento",positivo,
2099,Movistar,Telecomunicaciones,1,"No te ayudan a resolver tus reclamos al momento, pagas por un mal servicio. Espero solucionen el mío. Comenzamos bien pero la calidad disminuye creo con el tiempo.",negativo,0.86,"Reclamos no resueltos, calidad baja, tono negativo.",muy negativo,
3181,Plaza Vea,Retail,5,"Buena organización de productos, bastante variedad y atienden tus quejas rapido! (Tienen nuevo puesto de churros bajando al lado izquierdo :p )",positivo,0.86,"Elogia organización y respuesta rápida, tono positivo.",muy positivo,
3003,Plaza Vea,Retail,5,"Tiene buena variedad de cosas, un poco raro que entre el stand de carnes y los Stands de otras comidas este el de útiles escolares, pero de ahí todo bien.",positivo,0.86,"Variedad buena, detalle raro pero en general positivo.",muy positivo,
2089,Movistar,Telecomunicaciones,5,Buena atención y dan solución rápida,positivo,0.86,"Buena atención y solución rápida, tono positivo.",muy positivo,
2529,Oechsle,Retail,4,"Puedes encontrar variedad de ropa aquí, además trabajan con marcas peruanas",positivo,0.86,"Destaca variedad y marcas locales, tono positivo.",positivo,
1876,Metro,Retail,4,"Situado en la Av. La marina es una zona muy comercial, está tienda ofrece diversas opciones de compra tanto dentro como afuera, cuenta con una amplia playa de estacionamiento para que Ud. Pueda hacer sus comprar con total trankilidad.",positivo,0.86,"Resalta ubicación y amplio estacionamiento, tono positivo.",positivo,
4021,Tottus,Retail,5,"Voy alli en sodimac o algo asi tiene muchas cosas y en la otra parte esta lleno , si vas caminando hay muchas cosas bancos , juegos pequenos , y comida hay sillas para que te sientes hay para que apuestes las cajas remoran mucho pero vale la pena.",positivo,0.87,Describe muchos servicios y concluye que vale la pena.,muy positivo,
4696,Wong,Retail,4,"Tienen variedad de productos aunque no encontré la salsa golf que buscaba, la variedad de panes ha bajado pero se entiende por la situación. La atención es buena en caja, siempre atentos.",positivo,0.87,Elogio mayor con pequeñas quejas,positivo,
3398,Ripley,Retail,2,"Ripley ya no es lo que era antes, muy grande su local, muy límpio, ordenado, pero su ropa, la verdad, a bajado enormemente su calidad, hasta las marcas conocidas, como: Mango, Cacharel, muy pobre su confección y calidad de las telas. Mi marca favorita, aunq un poco cara, pero valía la pena, por su confección y telas, solo había 4 cosas, xq me indicaron, que la marca, se esta retirando del país. Triste, era ahora lo único bueno. 🤷🏻‍♀️",negativo,0.87,Critica calidad de ropa pese a elogios al local,negativo,
3560,Ripley,Retail,4,Todo está caro salvó algunas cosas,negativo,0.88,"Critica precios altos, aunque menciona excepciones",,
2839,Plaza Vea,Retail,4,El área de la tienda es grande. Hay varias cajas y las colas avanzan rápido. No encontré un producto vegetariano pero que es un poco difícil de encontrar inclusive en Wong.,positivo,0.88,"Elogia espacio y rapidez, menciona falta de producto vegetariano",neutral,
2674,Oechsle,Retail,4,Tiene variados producto accesibles al gusto del cliente deben mejorar en lo referente a cajas de pago demasiadas colas al momento de pagar y algo muy importante también hay caja preferencial,negativo,0.88,"Queja de largas colas, aunque menciona variedad de productos",neutral,
4188,Tottus,Retail,5,"Una gran variedad de productos nacionales y importados, marcas muy buenas en vinos buenas ofertas en ropa",positivo,0.88,Elogio con varios aspectos positivos,muy positivo,
2998,Plaza Vea,Retail,5,Esta en un lugar muy céntrico y sobré todo los precios son accesibles....,positivo,0.88,Elogio de ubicación y precios,muy positivo,
988,Entel,Telecomunicaciones,5,Muy buena atención y disposición hacia el cliente.,positivo,0.88,Elogio claro de buena atención,muy positivo,
455,Claro,Telecomunicaciones,4,"Resuleve todas las dudas con mi servicio movil, buena atencion y rápida la gestión",positivo,0.88,Elogio de atención y gestión rápida,positivo,
3188,Plaza Vea,Retail,5,"Una experiencia gratificante , llegar a un lugar conseguir lo que buscas , cuidado personal , hogar , electrónicos , vestidos y mucho más . Un ambiente único y con buenos tratos departe la familia Supermercados Peruanos .",muy positivo,0.88,Entusiasmo y recomendación implícita,muy positivo,
2835,Plaza Vea,Retail,4,Buen lugar para comprar es céntrico encuentras desde comida ropa accesorios para el hogar etc pero las cajas hay colas porq hay pocas cajas abiertas pero ese placa vea es bien grande y sobrado podrían habilitar más cajas com el metro y medio de distancia y además evitarían tanta gente en las colas ..,neutral,0.88,"Combina elogios y quejas, sin predominio claro",,
1088,Entel,Telecomunicaciones,4,CAC espacioso y bien ubicado. Falta un poco de rapidez en la atención.,neutral,0.88,Comentario equilibrado entre elogio y crítica.,positivo,
2078,Movistar,Telecomunicaciones,5,Me atendieron muy bien,positivo,0.88,Breve elogio a la buena atención,muy positivo,
4544,Wong,Retail,4,"Tiene muchas opciones, en horas de almuerzo se llena de gente y las colas son algo largas.",neutral,0.88,"Combina variedad con colas largas, sin predominio claro",,
3967,Tottus,Retail,4,"Todo bien, solo demora en la caja",positivo,0.88,"Elogia en general, menciona demora como único inconveniente",neutral,
4513,Wong,Retail,3,Hace falta cajas en el 2 do piso y el personal no está ubicado sobre el lugar donde se encuentran las cosas. Por ejemplo estaba apurada y me hicieron dar vueltas para encontrar la panadería tenía q bajar y hacer fila para pagar en las cajas de abajo. Teniendo un 2 do piso tan amplio y variado podrían habilitar cajas. Decidí no comprar.,negativo,0.88,"Queja logística, decide no comprar",negativo,
2183,Movistar,Telecomunicaciones,2,"La atención al ingreso es amable, te brindan un ticket dependiente de la operación que vayas a realizar. Cuenta con cajas para hacer pagos y varias ventanillas para reclamos, consultas o transacciones. Iba a hacer un cambio de titularidad de persona fallecida, pero me indicaron otros requisitos que no me habían dicho por teléfono cuando consulté ni en la oficina de Aviación, y no pude hacerlo. No recomiendo el servicio de Movistar para nada.",muy negativo,0.88,"Rechazo total, no recomienda el servicio",negativo,
1134,Falabella,Retail,1,"Entiendo las medidas tomadas, pero considero que 2 cajas y 2 personas que ayuden acomodar las cosas, son necesarias, hice una colaza para pagar y solo había una caja habilitada y la cajera tenia que sacar todos los ganchos de la ropa, xq no queria llevarlo. Demoro conmigo 20mint",negativo,0.88,Queja por demoras y falta de cajas,muy negativo,
3597,Ripley,Retail,4,"Personal amable, nada nuevo",neutral,0.88,"Elogio al personal, pero indica falta de novedades.",,
2033,Movistar,Telecomunicaciones,3,Buen lugar aunque se llena de clientes muy rápido,positivo,0.88,"Buen lugar, pero se llena rápido",neutral,
140,BCP,Banca,2,Se fue el sistema y había mucha gente incomoda esperando .,negativo,0.88,Queja de falla y aglomeración,negativo,
3552,Ripley,Retail,3,"Gran variedad y siempre con buenas ofertas. Amable personal de caja, vigilancia y probadores pero las encargadas de las marcas no atienden para nada a los clientes. Cero ayuda para ubicar productos. Personal nada diligente y mala supervisión del mismo",negativo,0.88,Quejas predominantes pese a algunos elogios,neutral,
2853,Plaza Vea,Retail,4,Es amplio. No tiene mucha variedad de verduras o frutas.,neutral,0.88,Combina comentario positivo y negativo sin dominio.,neutral,
4436,Wong,Retail,5,SIEMBRE OFERTAS CONVENIENTES..VARIEDAD DE PRODUCTOS DE BUENA CALIDAD.MARCAS DE PRIMERA OPCION Y TAMBIEN ALTERNATIVOS..BUENAUBICACIÓN Y TRATO DE ORIMERA..,positivo,0.88,"Elogio amplio a ofertas y calidad, tono entusiasta moderado.",muy positivo,
3994,Tottus,Retail,5,"Buena atención, limpieza y orden.",positivo,0.88,Elogio moderado sin peros,muy positivo,
123,BBVA,Banca,1,"Deben cambiar a la administradora, no tiene trato con los clientes. Debe estar es su casa ya!!!",muy negativo,0.88,"Exige cambio de administradora, critica trato, tono fuerte.",muy negativo,
2194,Movistar,Telecomunicaciones,3,"Mala atencion de parte de una chica, se le preguto porque un nunero esta registrado a kombre de otra persona cuando yo lo compre con mi nombre y me dijo ¿que puedo hacer yo?, resuelvalo haciendo un reclamo y espere 30 dias.ojo, la chica que sale en la foto que subí me dio una atencion excelente, la del cubiculo del costado dio una atenxion pesima",neutral,0.88,Elogio y queja equilibrados,neutral,
4104,Tottus,Retail,4,Supermercado con gran variedad y buenos productos. Tienen un a línea de productos diversos de marca propia tottus. Que no son de tan buena calidad pero si son muy comodos. Lo que destaca de este superado es la atención ya que cuentan con mucho personal. A mejorar más ofertas en sus productos.,positivo,0.88,"Elogio general, pequeñas críticas de calidad y ofertas",positivo,
1313,Falabella,Retail,4,"Ropa variada. Cada vez veo más variedad para personas de tallas grandes. Teniendo en cuenta que la calidad varía según el artículo, algunas cosas son muy caras por la marca y no por la calidad (baja) y también encuentras ropa buena con precios super accesibles. Yo siempre prefiero ir a una de estas tiendas que a una de la competencia.",positivo,0.88,"Variedad y precios buenos, preferencia sobre competencia",positivo,
3090,Plaza Vea,Retail,3,"Ubicado en la calle Morelli, ahí hago mis compras habituales, sobretodo por su espaciosa cochera, siempre se encuentra lugar para aparcar y evitar la grúa o hacer desorden en la calle.",positivo,0.88,"Alaba fácil aparcamiento, sin quejas.",neutral,
2160,Movistar,Telecomunicaciones,1,Mal trato. Falta de formalidad.,negativo,0.88,Denuncia mal trato y falta de formalidad,muy negativo,
3481,Ripley,Retail,5,El Jockey siempre es un lugar cómodo donde comprar y no me refiero al precio exactamente sino a la comodidad al estar en ese centro comercial.,positivo,0.88,"Comodidad destacada, sin quejas, tono positivo.",muy positivo,
4281,Tottus,Retail,5,"Cómo siempre un buen lugar para ir a comprar, personal amable y variedad en productos. Siempre abastecido",positivo,0.89,"Elogia personal amable y variedad, tono positivo.",muy positivo,
2316,Movistar,Telecomunicaciones,3,"A pesar de que hay como 20 o 30 ventanillas, la espera es de más de una hora, y no había aire acondicionado!! Está vez tuve suerte de que me atendiera una persona que estaba capacitada, pero lo normal es que la atención sea pésima, y los trabajadores están en la luna.",negativo,0.89,Quejas predominantes pese a excepción positiva,neutral,
3012,Plaza Vea,Retail,5,"Lo han renovado hace poco y ha quedado super bonito, además que ahora cuenta con más variedad de marcas y servicios, es como un híbrido con vivanda. El patio de comidas también está remodelado y super ventilado ahora. Definitivamente una buena opción.",positivo,0.9,Elogia mejoras y recomienda sin reservas,muy positivo,
4098,Tottus,Retail,4,Mucha variedad de productos y bastante espacio interior para no chocarse con mucha gente. Los pasillos eso sí mantienen el tamaño pre-pandemia.,positivo,0.9,"Resalta variedad y espacio, sin quejas",positivo,
4432,Wong,Retail,5,"La promo de pollo + papas + ensalada siempre se termina, muy rico y bien surtido",positivo,0.9,"Elogio del producto, tono moderado",muy positivo,
1749,Metro,Retail,4,"Buen lugar para hacer compras, ademas cuenta con un cine cerca de alli, y tiene varios servicios de comida rápida",positivo,0.9,"Comentario positivo, sin exageración",positivo,
3490,Ripley,Retail,5,Buena tienda. Se encuentra todo de ropa zapatos ropa de deporte artículos de belleza y todo para cuidado personal. Electrodomésticos de varias marcas. Hay estacionamiento,positivo,0.9,Elogio general sin quejas,muy positivo,
4473,Wong,Retail,5,Atención rápida y buenos productos,positivo,0.9,"Elogio breve, satisfacción moderada",muy positivo,
286,BCP,Banca,5,Recomendacion ir sin carro pq no hay estacionamiento,neutral,0.9,"Solo indica falta de estacionamiento, sin valoración",neutral,
3031,Plaza Vea,Retail,5,"Hay de todo, muchas cajas, todo rápido",positivo,0.9,"Todo rápido y variedad, satisfacción moderada",neutral,
934,Entel,Telecomunicaciones,3,"La oficina es amplia, limpia, personal amable y muchos equipos en exhibición, la parte negativa es que cuando uno va a tratar de solucionar un inconveniente lo ponen en último lugar y los que van a comprar o renovar pasan delante de uno sin importar el tiempo que tiene uno esperando, lo digo por experiencia propia, no sé si a todos les suceda igual, al ingresar un personal amable tomó mis datos y me dijo que esperara, que me llamarían, habíamos 3 personas nada.mas en la cola, cada persona que ingresaba y renovaba o compraba algún equipo pasaba por delante de los tres, a las 9 personas , es decir a los 60 minutos de espera, me fui, obviamente le comenté a la persona que me dió el ticket que esto era un maltrato y una burla.",negativo,0.9,Elogia instalaciones pero denuncia trato discriminatorio y espera larga,neutral,
1220,Falabella,Retail,5,Buena opción para compras... Encuentras de todo ✌🏻…,positivo,0.9,"Elogia variedad y conveniencia, tono positivo",muy positivo,
547,Claro,Telecomunicaciones,2,"Me tuvieron una hora esperando para ser atendido, cuando ya era mi número/código solo demoré 5 segundos en ver qué cabina era y un señor de colo, el señor que debía atenderme no lo hizo hasta que comencé a quejarme.",negativo,0.9,Se queja de larga espera y atención solo tras quejarse,negativo,
3930,Tottus,Retail,3,"No me gustaron los precios de los productos primera necesidades, las colas para pagar en caja, se extienden por los pasadizos impidiendo el libre desplazamiento para hacer las compras, además incumpliendo con el distanciamiento social. Falta orden en ese sentido.",negativo,0.9,Queja sobre precios altos y desorden en colas,neutral,
3576,Ripley,Retail,4,"Buena atención,el local se encuentra en esquina al costado del PQ Kennedy, subí al 3piso a recoger unos productos que compré online, la entrega fue muy rápido",positivo,0.9,Elogia atención y rapidez sin exageración,neutral,
1041,Entel,Telecomunicaciones,1,Muy mala atención,muy negativo,0.9,Expresa fuerte insatisfacción con la atención,muy negativo,
3960,Tottus,Retail,4,"Buena distribución de productos, de fácil acceso, selección de envases en buen estado, personal auxiliar de trato amable y también en zona de caja pago buena atención y cordialidad.",positivo,0.9,"Elogia organización y trato amable, sin exageración",positivo,
4756,Wong,Retail,5,Gran variedad de productos,positivo,0.9,"Elogio breve a la variedad, sin críticas.",muy positivo,
779,Claro,Telecomunicaciones,3,"Por las razones de que claro es la número 1 en cuanto a comunicaciones,según mi opinión,debe serlo en ventas",muy positivo,0.9,Entusiasmo y recomendación fuerte como número 1,neutral,
2513,Oechsle,Retail,3,"Es una de las tiendas que tienen diferentes productos para el hogar, el vestir, el deporte en los cuales sus precios son competitivos",positivo,0.9,"Destaca variedad y precios competitivos, tono favorable.",,
1712,Metro,Retail,4,"Se puede encontrar de todo, hay orden y limpieza, tambien buenos precios y ofertas con puntos Bonus.",positivo,0.9,"Elogio general, orden, limpieza y buenos precios",positivo,
2429,Movistar,Telecomunicaciones,2,"Atención en el tercer nivel, con 2 colas, publico y preferencial, luego esas 2 colas se mezclan en una(?!?!) La persona que te da el ticket para ir a un módulo se demora el preguntar y generar el ticket(si no eres titular solo es un reclamo, pero, si todos son reclamo?)otra ""jarana"" esperar a q te llamen, si tienes suerte te toca una persona con sentido común y trata de solucionarte el problema, gracias a Dios.",negativo,0.9,"Queja extensa sobre colas y atención, predominan aspectos negativos.",negativo,
3600,Ripley,Retail,4,Lindo lugar para hacer compras...,positivo,0.9,"Comentario breve y positivo, sin exageración.",positivo,
4755,Wong,Retail,5,Wong tiene sus cosas frescas y muy surtida la tienda,positivo,0.9,"Elogio a frescura y surtido, sin entusiasmo exagerado.",muy positivo,
1047,Entel,Telecomunicaciones,1,El personal de los módulos de Entel de Plaza San Miguel. pésima atención al cliente.,muy negativo,0.9,"Critica severamente la atención, la califica como pésima",muy negativo,
4604,Wong,Retail,5,"Muy bueno , buenos productos y buena atención",positivo,0.9,Elogio positivo sin exceso.,muy positivo,
4614,Wong,Retail,5,Buen surtido y de gran calidad,positivo,0.9,"Breve elogio al surtido y calidad, sin exageración.",muy positivo,
1925,Metro,Retail,5,"Buen lugar, buenas ofertas de dia esta vacio",positivo,0.9,"Elogio al lugar y ofertas, tono favorable.",,
2590,Oechsle,Retail,5,Buenos productos y precio muy accesible.,positivo,0.9,Elogio breve a productos y precios accesibles.,muy positivo,
2606,Oechsle,Retail,5,"Oeschle una tienda donde encuentras desde prendas de vestir, calzado, cosas para el hogar, artículos de cómputos, etc., y debidamente respetando las normas de protocolo de seguridad.",positivo,0.9,"Resalta variedad y cumplimiento de normas, tono favorable.",neutral,
34,BBVA,Banca,1,No te dan la solución concreta tienes que ir si o si a ver tu caso a San Isidro y si vas igual aunque estoy en busca de una solución hace dos meses,negativo,0.9,"Insatisfacción clara, queja moderada sin amenaza grave",muy negativo,
4785,Wong,Retail,5,"Muy buenos productos y gran variedad. Excelente atención y respecto al estacionamiento es amplio tanto los que están afuera como el vigilado, qué por un consumo mínimo el estacionamiento es gratis. Excelente lo recomiendo.",muy positivo,0.9,"Elogios y recomendación fuerte, tono muy positivo.",muy positivo,
3357,Plaza Vea,Retail,5,"Muy surtido , excelente atención",muy positivo,0.9,"Elogio surtido y atención, tono muy positivo.",muy positivo,
4271,Tottus,Retail,5,De todo para el bb hogar,neutral,0.9,Comentario informativo sin valoración,neutral,
2507,Oechsle,Retail,3,No hay mucha variedad y la marca propia es de baja calidad. Poca amabilidad 👎…,negativo,0.9,"Critica variedad y calidad, tono claramente negativo.",neutral,
4168,Tottus,Retail,5,Gran variedad de productos a muy buenos precios. El personal es muy amable yte orientan para encontrar lo que deseas.,positivo,0.9,"Alaba precios, amabilidad, tono satisfecho.",muy positivo,
712,Claro,Telecomunicaciones,4,Atencion relativamente rapida,positivo,0.9,Comentario breve pero favorable sobre rapidez.,neutral,
4610,Wong,Retail,5,"Siempre bien abastecido con todo, incluyendo frutas y verduras frescas, mariscos, pescado, carne, pollo. Mucha gente útil y eficiente que trabaja allí. Always well stocked with everything, including fresh vegetables and fruit, seafood, fish, meat, chicken. Lots of great helpful and efficient people who work there.",muy positivo,0.9,"Elogio amplio, personal eficiente, tono muy entusiasta.",muy positivo,
833,Entel,Telecomunicaciones,4,Buena atención.,positivo,0.9,Elogio breve y positivo,positivo,
2086,Movistar,Telecomunicaciones,5,Me brindaron buena atención,positivo,0.9,Elogio simple y positivo,muy positivo,
4566,Wong,Retail,5,"Es un supermercado con una oferta de productos muy variada con productos de gran calidad, cómodo y agradable para hacer compras.",muy positivo,0.9,"Entusiasta alaba calidad, variedad y comodidad",muy positivo,
477,Claro,Telecomunicaciones,5,Excelente servicio!! Recomendado!,muy positivo,0.9,Entusiasta recomendación y elogio al servicio,muy positivo,
